Autauga,Alabama,1502153,59095,,,,,,,,,,,,,,
Palm Beach,Florida,84473026,1497987,333,32,0,0,0,0,81,50,38,0,0,208,157,0
Pasco,Florida,13832157,584067,346,19,0,0,0,0,87,47,35,0,0,365,0,0
Pinellas,Florida,48581314,956615,305,60,0,0,0,0,94,55,40,0,0,204,160,1
Polk,Florida,26955415,753520,314,51,0,0,0,0,84,53,39,0,0,187,178,0
Putnam,Florida,2062665,74167,340,0,0,0,0,0,46,28,16,0,0,0,0,340
St. Johns,Florida,10133714,292466,,,,,,,,,,,,,,
St. Lucie,Florida,9228856,343579,353,10,0,0,0,0,74,45,33,0,0,363,0,0
Santa Rosa,Florida,4691359,193998,324,40,0,0,0,0,76,51,38,0,0,211,153,0
Sarasota,Florida,21447674,447057,317,48,0,0,0,0,90,54,39,0,0,195,170,0
Seminole,Florida,22286451,470093,327,38,0,0,0,0,97,51,37,0,0,239,126,0
Sumter,Florida,4375621,135638,,,,,,,,,,,,,,
Suwannee,Florida,1237570,44485,,,,,,,,,,,,,,
Taylor,Florida,632987,21815,,,,,,,,,,,,,,
Union,Florida,293140,16335,,,,,,,,,,,,,,
Volusia,Florida,17699199,564412,314,49,0,0,0,0,77,53,40,0,0,197,166,0
Wakulla,Florida,644353,34690,340,25,0,0,0,0,78,48,35,2,0,209,154,0
Walton,Florida,3460959,80069,,,,,,,,,,,,,,
Washington,Florida,580891,25436,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Appling,Georgia,1449607,18488,,,,,,,,,,,,,,
Atkinson,Georgia,214131,8391,,,,,,,,,,,,,,
Bacon,Georgia,321024,11079,,,,,,,,,,,,,,
Baker,Georgia,67027,2819,,,,,,,,,,,,,,
Baldwin,Georgia,1245149,43781,,,,,,,,,,,,,,
Banks,Georgia,407681,18562,,,,,,,,,,,,,,
Barrow,Georgia,2198748,86658,,,,,,,,,,,,,,
Bartow,Georgia,4751466,110843,,,,,,,,,,,,,,
Ben Hill,Georgia,468279,17158,,,,,,,,,,,,,,
Berrien,Georgia,340390,18147,,,,,,,,,,,,,,
Bibb,Georgia,7611295,156762,274,89,2,0,0,0,131,62,40,0,0,113,252,0
Bleckley,Georgia,212897,12607,,,,,,,,,,,,,,
Brantley,Georgia,232113,18101,,,,,,,,,,,,,,
Brooks,Georgia,462472,16270,,,,,,,,,,,,,,
Bryan,Georgia,1049356,46938,,,,,,,,,,,,,,
Bulloch,Georgia,2280420,82442,,,,,,,,,,,,,,
Burke,Georgia,2736235,24310,,,,,,,,,,,,,,
Butts,Georgia,676770,25781,,,,,,,,,,,,,,
Calhoun,Georgia,105246,5509,,,,,,,,,,,,,,
Camden,Georgia,1709991,55664,,,,,,,,,,,,,,
Candler,Georgia,252624,11037,,,,,,,,,,,,,,
Carroll,Georgia,4928255,121968,,,,,,,,,,,,,,
Catoosa,Georgia,1419287,68397,,,,,,,,,,,,,,
Charlton,Georgia,187551,12766,121,0,0,0,0,0,48,30,19,0,0,0,121,0
Chatham,Georgia,17759786,296329,275,87,1,0,0,0,103,59,41,0,0,89,274,0
Chattahoochee,Georgia,1513138,9048,,,,,,,,,,,,,,
Chattooga,Georgia,482512,24932,238,7,0,0,0,0,80,45,33,0,0,245,0,0
Cherokee,Georgia,7429347,274615,,,,,,,,,,,,,,
Clarke,Georgia,6992495,128711,262,102,1,0,0,0,107,61,41,0,0,120,245,0
Clay,Georgia,84067,2882,,,,,,,,,,,,,,
Clayton,Georgia,14342808,297100,97,24,0,0,0,0,71,57,33,0,0,0,121,0
Clinch,Georgia,211911,6725,,,,,,,,,,,,,,
Cobb,Georgia,52448079,766802,251,34,0,0,0,0,80,52,39,0,0,212,73,0
Coffee,Georgia,1443886,43386,112,6,0,0,0,0,65,43,26,0,0,0,118,0
Colquitt,Georgia,1341785,45812,,,,,,,,,,,,,,
Columbia,Georgia,3963964,159639,239,6,0,0,0,0,67,46,33,0,0,245,0,0
Cook,Georgia,346291,17225,,,,,,,,,,,,,,
Coweta,Georgia,4805398,149956,,,,,,,,,,,,,,
Crawford,Georgia,146434,12153,,,,,,,,,,,,,,
Crisp,Georgia,795574,19879,,,,,,,,,,,,,,
Dade,Georgia,401695,16326,,,,,,,,,,,,,,
Dawson,Georgia,865497,28497,230,15,0,0,0,0,87,47,36,0,0,245,0,0
Decatur,Georgia,768370,29038,,,,,,,,,,,,,,
DeKalb,Georgia,38922069,757718,268,95,2,0,0,0,119,61,41,0,37,117,211,0
Dodge,Georgia,382681,19759,,,,,,,,,,,,,,
Dooly,Georgia,332890,10885,,,,,,,,,,,,,,
Dougherty,Georgia,4056962,84844,263,85,4,0,0,0,133,65,39,0,0,0,352,0
Douglas,Georgia,4444954,145814,215,27,2,0,0,0,101,58,38,0,0,244,0,0
Early,Georgia,418180,10619,,,,,,,,,,,,,,
Echols,Georgia,39411,3699,,,,,,,,,,,,,,
Effingham,Georgia,1853923,66741,,,,,,,,,,,,,,
Elbert,Georgia,591818,19579,,,,,,,,,,,,,,
Emanuel,Georgia,634861,22716,,,,,,,,,,,,,,
Evans,Georgia,319747,10672,,,,,,,,,,,,,,
Fannin,Georgia,729848,25817,,,,,,,,,,,,,,
Fayette,Georgia,5049262,120574,,,,,,,,,,,,,,
Floyd,Georgia,3718784,98771,295,57,2,0,0,0,141,57,29,0,0,0,354,0
Forsyth,Georgia,10072797,260206,,,,,,,,,,,,,,
Franklin,Georgia,915353,23785,,,,,,,,,,,,,,
Fulton,Georgia,174408744,1065334,224,137,4,0,0,0,150,67,44,0,11,94,260,0
Gilmer,Georgia,855505,32026,,,,,,,,,,,,,,
Glascock,Georgia,29719,2919,,,,,,,,,,,,,,
Glynn,Georgia,3604937,84739,298,24,0,0,0,0,77,48,34,0,0,213,109,0
Gordon,Georgia,2226169,58237,,,,,,,,,,,,,,
Grady,Georgia,583561,25918,,,,,,,,,,,,,,
Greene,Georgia,745340,19536,,,,,,,,,,,,,,
Gwinnett,Georgia,47636908,964546,230,92,2,0,0,0,108,63,42,0,0,129,195,0
Habersham,Georgia,1316778,46774,,,,,,,,,,,,,,
Hall,Georgia,10987617,207369,291,74,0,0,0,0,81,57,34,0,0,0,365,0
Hancock,Georgia,142162,8630,,,,,,,,,,,,,,
Haralson,Georgia,832200,30572,,,,,,,,,,,,,,
Harris,Georgia,495274,35626,,,,,,,,,,,,,,
Hart,Georgia,801472,26409,,,,,,,,,,,,,,
Heard,Georgia,1102381,11565,,,,,,,,,,,,,,
Henry,Georgia,6702371,245235,296,63,1,0,0,0,112,58,35,0,0,176,184,0
Houston,Georgia,6517036,166829,273,82,4,0,0,0,111,61,37,0,0,0,359,0
Irwin,Georgia,188995,9618,,,,,,,,,,,,,,
Jackson,Georgia,3549219,80286,,,,,,,,,,,,,,
Jasper,Georgia,269252,15278,,,,,,,,,,,,,,
Jeff Davis,Georgia,362783,14872,,,,,,,,,,,,,,
Jefferson,Georgia,527556,15524,,,,,,,,,,,,,,
Jenkins,Georgia,144459,8639,,,,,,,,,,,,,,
Johnson,Georgia,109155,9160,,,,,,,,,,,,,,
Jones,Georgia,407558,28400,,,,,,,,,,,,,,
Lamar,Georgia,409886,19080,,,,,,,,,,,,,,
Lanier,Georgia,107641,9907,,,,,,,,,,,,,,
Laurens,Georgia,1648226,49547,,,,,,,,,,,,,,
Lee,Georgia,664314,33411,,,,,,,,,,,,,,
Liberty,Georgia,3446542,65711,,,,,,,,,,,,,,
Lincoln,Georgia,116079,7749,,,,,,,,,,,,,,
Long,Georgia,161036,17152,,,,,,,,,,,,,,
Lowndes,Georgia,4608501,119276,293,65,0,0,0,0,84,55,35,0,0,0,358,0
Lumpkin,Georgia,825137,34278,,,,,,,,,,,,,,
McDuffie,Georgia,639123,21633,,,,,,,,,,,,,,
McIntosh,Georgia,216565,11123,,,,,,,,,,,,,,
Macon,Georgia,379708,12004,,,,,,,,,,,,,,
Madison,Georgia,520266,30885,,,,,,,,,,,,,,
Marion,Georgia,98223,7440,,,,,,,,,,,,,,
Meriwether,Georgia,556314,20793,,,,,,,,,,,,,,
Miller,Georgia,190666,5919,,,,,,,,,,,,,,
Mitchell,Georgia,667935,21521,,,,,,,,,,,,,,
Monroe,Georgia,1258275,28712,,,,,,,,,,,,,,
Montgomery,Georgia,120290,8653,,,,,,,,,,,,,,
Morgan,Georgia,902142,20635,,,,,,,,,,,,,,
Murray,Georgia,1256594,39951,242,34,0,0,0,0,87,51,37,0,0,234,42,0
Muscogee,Georgia,9674011,205617,284,67,1,1,0,0,154,58,36,0,0,147,206,0
Newton,Georgia,2682411,115355,,,,,,,,,,,,,,
Oconee,Georgia,1552005,43023,,,,,,,,,,,,,,
Oglethorpe,Georgia,308455,15140,,,,,,,,,,,,,,
Paulding,Georgia,3083159,173780,,,,,,,,,,,,,,
Peach,Georgia,860070,28417,,,,,,,,,,,,,,
Pickens,Georgia,951082,34024,,,,,,,,,,,,,,
Pierce,Georgia,381869,19976,,,,,,,,,,,,,,
Pike,Georgia,343556,19477,326,26,0,0,0,0,80,49,36,0,0,352,0,0
Polk,Georgia,1149302,43496,,,,,,,,,,,,,,
Pulaski,Georgia,270415,9917,,,,,,,,,,,,,,
Putnam,Georgia,529927,22585,,,,,,,,,,,,,,
Quitman,Georgia,32260,2243,,,,,,,,,,,,,,
Rabun,Georgia,534464,17119,,,,,,,,,,,,,,
Randolph,Georgia,154061,6287,,,,,,,,,,,,,,
Richmond,Georgia,11127651,205673,235,122,7,0,0,0,145,66,43,0,0,115,248,1
Rockdale,Georgia,3863974,94082,216,27,0,0,0,0,93,54,39,0,0,243,0,0
Schley,Georgia,102171,4478,,,,,,,,,,,,,,
Screven,Georgia,289919,14105,,,,,,,,,,,,,,
Seminole,Georgia,267365,9197,,,,,,,,,,,,,,
Spalding,Georgia,1970684,67909,,,,,,,,,,,,,,
Stephens,Georgia,911535,26865,,,,,,,,,,,,,,
Stewart,Georgia,120019,5341,,,,,,,,,,,,,,
Sumter,Georgia,928777,29283,228,17,0,0,0,0,74,49,35,0,0,245,0,0
Talbot,Georgia,122437,5742,,,,,,,,,,,,,,
Taliaferro,Georgia,27038,1558,,,,,,,,,,,,,,
Tattnall,Georgia,546290,23052,,,,,,,,,,,,,,
Taylor,Georgia,188755,7799,,,,,,,,,,,,,,
Telfair,Georgia,253886,12414,,,,,,,,,,,,,,
Terrell,Georgia,192441,8964,,,,,,,,,,,,,,
Thomas,Georgia,2017441,45842,,,,,,,,,,,,,,
Tift,Georgia,1736642,41212,,,,,,,,,,,,,,
Toombs,Georgia,890694,26911,,,,,,,,,,,,,,
Towns,Georgia,339975,12875,,,,,,,,,,,,,,
Treutlen,Georgia,86342,6306,,,,,,,,,,,,,,
Troup,Georgia,3370484,69720,,,,,,,,,,,,,,
Turner,Georgia,179309,8966,,,,,,,,,,,,,,
Twiggs,Georgia,264486,7856,,,,,,,,,,,,,,
Union,Georgia,754907,25521,,,,,,,,,,,,,,
Upson,Georgia,638939,27720,,,,,,,,,,,,,,
Walker,Georgia,1459109,68510,150,82,1,0,0,0,110,64,43,0,0,0,233,0
Walton,Georgia,2588991,99853,,,,,,,,,,,,,,
Ware,Georgia,1196985,36033,,,,,,,,,,,,,,
Warren,Georgia,148775,5240,,,,,,,,,,,,,,
Washington,Georgia,541183,19785,263,99,3,0,0,0,111,65,38,0,0,0,365,0
Wayne,Georgia,982127,30380,,,,,,,,,,,,,,
Webster,Georgia,50313,2367,,,,,,,,,,,,,,
Wheeler,Georgia,99456,7471,,,,,,,,,,,,,,
White,Georgia,845818,28442,,,,,,,,,,,,,,
Whitfield,Georgia,5432339,102848,,,,,,,,,,,,,,
Wilcox,Georgia,128782,8739,,,,,,,,,,,,,,
Wilkes,Georgia,287370,9513,,,,,,,,,,,,,,
Wilkinson,Georgia,583539,8831,,,,,,,,,,,,,,
Worth,Georgia,299768,20554,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Hawaii,Hawaii,7458530,1441553,358,7,0,0,0,0,60,36,19,0,0,0,365,0
Honolulu,Hawaii,55363444,1000890,364,1,0,0,0,0,52,38,26,1,3,306,42,13
Kauai,Hawaii,3378463,73454,364,0,0,0,0,0,35,22,13,0,50,0,314,0
Maui + Kalawao,Hawaii,8340310,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Ada,Idaho,28597802,511931,251,96,15,3,0,0,168,77,43,0,13,244,106,2
Adams,Idaho,125353,4625,,,,,,,,,,,,,,
Bannock,Idaho,2715753,88263,261,96,7,1,0,0,154,74,41,0,0,119,153,93
Bear Lake,Idaho,172722,6545,,,,,,,,,,,,,,
Benewah,Idaho,303798,9931,249,101,7,7,0,0,185,70,38,0,0,0,364,0
Bingham,Idaho,1262474,48876,,,,,,,,,,,,,,
Blaine,Idaho,1552878,24766,305,35,10,0,0,0,144,61,18,0,0,0,350,0
Boise,Idaho,174865,8094,258,95,10,2,0,0,159,68,37,0,0,0,365,0
Bonner,Idaho,1588335,49491,303,51,4,6,0,0,188,58,28,0,0,0,295,69
Bonneville,Idaho,6076564,127930,306,41,9,0,0,0,144,63,23,0,0,0,356,0
Boundary,Idaho,322827,12561,,,,,,,,,,,,,,
Butte,Idaho,1303256,2654,291,69,3,0,0,0,128,67,42,0,0,351,12,0
Camas,Idaho,78444,1139,,,,,,,,,,,,,,
Canyon,Idaho,6660789,243115,266,90,5,4,0,0,166,67,36,0,0,0,317,48
Caribou,Idaho,710609,7111,,,,,,,,,,,,,,
Cassia,Idaho,1507988,25164,,,,,,,,,,,,,,
Clark,Idaho,38706,792,,,,,,,,,,,,,,
Clearwater,Idaho,329878,8895,,,,,,,,,,,,,,
Custer,Idaho,193400,4428,98,12,0,0,0,0,98,51,6,0,0,0,110,0
Elmore,Idaho,1257183,28827,,,,,,,,,,,,,,
Franklin,Idaho,384432,14666,304,55,6,0,0,0,119,61,21,0,0,0,365,0
Fremont (includes Yellowstone Park),Idaho,324938,,,,,,,,,,,,,,,
Gem,Idaho,406060,19792,,,,,,,,,,,,,,
Gooding,Idaho,1374479,15772,,,,,,,,,,,,,,
Idaho,Idaho,455373,1900923,280,69,9,7,0,0,178,74,40,0,0,226,139,0
Jefferson,Idaho,804426,32202,,,,,,,,,,,,,,
Jerome,Idaho,1316984,24662,,,,,,,,,,,,,,
Kootenai,Idaho,6553224,179789,310,39,3,5,0,0,184,55,23,0,0,0,357,0
Latah,Idaho,1275493,40313,321,29,5,5,0,0,184,51,15,0,0,0,360,0
Lemhi,Idaho,249783,8162,236,109,16,4,0,0,167,81,35,0,0,0,365,0
Lewis,Idaho,162576,3715,,,,,,,,,,,,,,
Lincoln,Idaho,280832,5282,,,,,,,,,,,,,,
Madison,Idaho,1215301,53881,,,,,,,,,,,,,,
Minidoka,Idaho,783475,21955,,,,,,,,,,,,,,
Nez Perce,Idaho,2041024,42454,288,59,15,3,0,0,188,74,26,0,0,0,365,0
Oneida,Idaho,144912,4611,,,,,,,,,,,,,,
Owyhee,Idaho,436237,12336,,,,,,,,,,,,,,
Payette,Idaho,810197,26350,,,,,,,,,,,,,,
Power,Idaho,354199,7950,,,,,,,,,,,,,,
Shoshone,Idaho,702882,13612,245,103,9,6,0,0,172,71,37,0,0,0,359,4
Teton,Idaho,353384,12267,,,,,,,,,,,,,,
Twin Falls,Idaho,3666968,92243,314,40,7,0,0,0,144,56,21,0,0,0,361,0
Valley,Idaho,496105,12241,254,88,7,2,0,0,159,68,30,0,0,0,351,0
Washington,Idaho,401799,10898,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Adams,Illinois,3238565,64954,219,23,0,0,0,0,93,50,40,0,0,242,0,0
Alexander,Illinois,143212,5030,,,,,,,,,,,,,,
Bond,Illinois,521134,16596,,,,,,,,,,,,,,
Boone,Illinois,1596850,53159,,,,,,,,,,,,,,
Brown,Illinois,437714,6421,,,,,,,,,,,,,,
Bureau,Illinois,1232269,32883,,,,,,,,,,,,,,
Calhoun,Illinois,83828,4369,,,,,,,,,,,,,,
Carroll,Illinois,546406,15698,,,,,,,,,,,,,,
Cass,Illinois,613138,12773,,,,,,,,,,,,,,
Champaign,Illinois,10291381,205943,289,76,0,0,0,0,99,60,38,0,0,220,145,0
Christian,Illinois,1458273,33662,,,,,,,,,,,,,,
Clark,Illinois,554208,15300,344,19,0,0,0,0,84,46,34,0,0,363,0,0
Clay,Illinois,562332,13143,,,,,,,,,,,,,,
Clinton,Illinois,972919,36793,,,,,,,,,,,,,,
Coles,Illinois,2373750,46765,,,,,,,,,,,,,,
Cook,Illinois,367715512,5173146,153,191,20,1,0,0,156,88,54,0,26,115,189,35
Crawford,Illinois,1395013,18659,,,,,,,,,,,,,,
Cumberland,Illinois,758610,10345,,,,,,,,,,,,,,
DeKalb,Illinois,4002025,100414,,,,,,,,,,,,,,
De Witt,Illinois,1099395,15341,,,,,,,,,,,,,,
Douglas,Illinois,994292,19722,,,,,,,,,,,,,,
DuPage,Illinois,87957178,924885,241,122,2,0,0,0,105,65,44,0,0,151,214,0
Edgar,Illinois,832936,16520,,,,,,,,,,,,,,
Edwards,Illinois,278043,6075,,,,,,,,,,,,,,
Effingham,Illinois,2043732,34430,226,11,0,0,0,0,77,46,37,0,0,237,0,0
Fayette,Illinois,515533,21384,,,,,,,,,,,,,,
Ford,Illinois,653475,13511,,,,,,,,,,,,,,
Franklin,Illinois,843337,37442,,,,,,,,,,,,,,
Fulton,Illinois,784252,33197,,,,,,,,,,,,,,
Gallatin,Illinois,160474,4903,,,,,,,,,,,,,,
Greene,Illinois,298745,11843,,,,,,,,,,,,,,
Grundy,Illinois,4096418,52989,,,,,,,,,,,,,,
Hamilton,Illinois,299165,7911,280,82,2,0,0,0,115,61,40,0,0,152,212,0
Hancock,Illinois,546244,17400,,,,,,,,,,,,,,
Hardin,Illinois,75262,3650,,,,,,,,,,,,,,
Henderson,Illinois,171351,6312,,,,,,,,,,,,,,
Henry,Illinois,1416264,48907,,,,,,,,,,,,,,
Iroquois,Illinois,1035594,26827,,,,,,,,,,,,,,
Jackson,Illinois,2229594,52565,,,,,,,,,,,,,,
Jasper,Illinois,454053,9193,,,,,,,,,,,,,,
Jefferson,Illinois,1746322,36877,,,,,,,,,,,,,,
Jersey,Illinois,497343,21333,287,71,2,0,0,0,112,56,40,0,0,175,185,0
Jo Daviess,Illinois,738589,21939,336,26,0,0,0,0,97,47,36,0,0,362,0,0
Johnson,Illinois,215571,13463,,,,,,,,,,,,,,
Kane,Illinois,25589099,515588,211,73,1,0,0,0,112,66,42,0,0,205,80,0
Kankakee,Illinois,5884610,106601,,,,,,,,,,,,,,
Kendall,Illinois,3619554,134867,,,,,,,,,,,,,,
Knox,Illinois,1601590,49268,,,,,,,,,,,,,,
Lake,Illinois,57204678,711239,180,55,9,0,0,0,136,77,42,0,0,244,0,0
LaSalle,Illinois,5062678,108965,,,,,,,,,,,,,,
Lawrence,Illinois,559032,15152,,,,,,,,,,,,,,
Lee,Illinois,1443956,34049,,,,,,,,,,,,,,
Livingston,Illinois,1949312,35664,,,,,,,,,,,,,,
Logan,Illinois,986901,27992,,,,,,,,,,,,,,
McDonough,Illinois,1004159,26828,,,,,,,,,,,,,,
McHenry,Illinois,10542533,311122,253,108,2,0,0,0,105,64,42,0,0,174,189,0
McLean,Illinois,12925097,170889,271,93,1,0,0,0,107,59,41,0,0,148,217,0
Macon,Illinois,6365709,102432,257,101,3,0,0,0,112,64,43,0,0,149,212,0
Macoupin,Illinois,1088113,44406,339,19,0,0,0,0,93,48,31,0,131,227,0,0
Madison,Illinois,12699798,264490,180,179,6,0,0,0,143,72,51,0,0,118,246,1
Marion,Illinois,1212950,37390,,,,,,,,,,,,,,
Marshall,Illinois,391868,11663,,,,,,,,,,,,,,
Mason,Illinois,398318,12881,,,,,,,,,,,,,,
Massac,Illinois,605545,13960,,,,,,,,,,,,,,
Menard,Illinois,234779,12164,,,,,,,,,,,,,,
Mercer,Illinois,411791,15582,,,,,,,,,,,,,,
Monroe,Illinois,866823,34932,,,,,,,,,,,,,,
Montgomery,Illinois,932552,28084,,,,,,,,,,,,,,
Morgan,Illinois,1488871,32606,,,,,,,,,,,,,,
Moultrie,Illinois,815139,14510,,,,,,,,,,,,,,
Ogle,Illinois,2556897,51449,,,,,,,,,,,,,,
Peoria,Illinois,11594941,179432,251,109,1,0,0,0,101,62,43,0,0,155,206,0
Perry,Illinois,569007,20985,,,,,,,,,,,,,,
Piatt,Illinois,508254,16753,,,,,,,,,,,,,,
Pike,Illinois,543529,14618,,,,,,,,,,,,,,
Pope,Illinois,58199,3779,,,,,,,,,,,,,,
Pulaski,Illinois,152950,5065,,,,,,,,,,,,,,
Putnam,Illinois,321631,5566,,,,,,,,,,,,,,
Randolph,Illinois,1385382,30142,286,68,1,0,0,0,122,58,40,0,0,177,178,0
Richland,Illinois,540481,15796,,,,,,,,,,,,,,
Rock Island,Illinois,9555556,142909,264,94,3,0,0,0,112,63,43,0,0,149,212,0
St. Clair,Illinois,10744688,254796,,,,,,,,,,,,,,
Saline,Illinois,757276,23320,,,,,,,,,,,,,,
Sangamon,Illinois,10447104,194734,292,70,0,0,0,0,97,57,38,0,0,156,206,0
Schuyler,Illinois,231045,6843,,,,,,,,,,,,,,
Scott,Illinois,146329,4836,,,,,,,,,,,,,,
Shelby,Illinois,744886,20789,,,,,,,,,,,,,,
Stark,Illinois,223900,5294,,,,,,,,,,,,,,
Stephenson,Illinois,1770579,44021,,,,,,,,,,,,,,
Tazewell,Illinois,5197060,130413,,,,,,,,,,,,,,
Union,Illinois,401352,16923,,,,,,,,,,,,,,
Vermilion,Illinois,3024701,73095,,,,,,,,,,,,,,
Wabash,Illinois,323486,11202,,,,,,,,,,,,,,
Warren,Illinois,769771,16531,,,,,,,,,,,,,,
Washington,Illinois,1034447,13655,,,,,,,,,,,,,,
Wayne,Illinois,413993,15963,,,,,,,,,,,,,,
White,Illinois,494483,13784,,,,,,,,,,,,,,
Whiteside,Illinois,2024422,55305,,,,,,,,,,,,,,
Will,Illinois,32341254,697252,232,131,2,0,0,0,105,64,44,0,0,138,227,0
Williamson,Illinois,2707770,66879,,,,,,,,,,,,,,
Winnebago,Illinois,12406967,283119,248,112,0,0,0,0,100,65,43,0,0,164,196,0
Woodford,Illinois,1127529,38225,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Adams,Indiana,1740932,35961,,,,,,,,,,,,,,
Allen,Indiana,19625150,388608,293,72,0,0,0,0,100,59,37,0,0,276,89,0
Bartholomew,Indiana,6067893,82475,303,61,0,0,0,0,93,56,38,0,0,238,126,0
Benton,Indiana,464520,8714,,,,,,,,,,,,,,
Blackford,Indiana,318415,12091,,,,,,,,,,,,,,
Boone,Indiana,3805313,73052,337,27,1,0,0,0,101,48,33,0,0,365,0,0
Brown,Indiana,250416,15552,341,20,0,0,0,0,84,46,33,0,0,361,0,0
Carroll,Indiana,704078,20444,338,26,1,0,0,0,105,48,34,0,0,365,0,0
Cass,Indiana,1353532,37563,,,,,,,,,,,,,,
Clark,Indiana,4964376,122738,242,123,0,0,0,0,96,67,43,0,0,137,228,0
Clay,Indiana,727666,26410,,,,,,,,,,,,,,
Clinton,Indiana,1417421,33065,,,,,,,,,,,,,,
Crawford,Indiana,162202,10514,,,,,,,,,,,,,,
Daviess,Indiana,1275169,33397,,,,,,,,,,,,,,
Dearborn,Indiana,1719856,50816,,,,,,,,,,,,,,
Decatur,Indiana,1585352,26320,,,,,,,,,,,,,,
DeKalb,Indiana,2536472,43333,,,,,,,,,,,,,,
Delaware,Indiana,3667118,111871,317,45,0,0,0,0,97,53,36,0,0,313,49,0
Dubois,Indiana,2536613,43549,99,26,0,0,0,0,93,59,33,0,0,0,119,6
Elkhart,Indiana,17529376,206921,275,90,0,0,0,0,87,58,39,0,0,212,153,0
Fayette,Indiana,517797,23360,,,,,,,,,,,,,,
Floyd,Indiana,2755460,80454,340,23,0,0,0,0,100,48,34,0,0,363,0,0
Fountain,Indiana,463367,16427,,,,,,,,,,,,,,
Franklin,Indiana,509303,22842,,,,,,,,,,,,,,
Fulton,Indiana,643134,20386,,,,,,,,,,,,,,
Gibson,Indiana,3308588,32924,,,,,,,,,,,,,,
Grant,Indiana,2181018,66263,,,,,,,,,,,,,,
Greene,Indiana,585503,30786,305,51,0,0,0,0,100,54,37,0,0,306,50,0
Hamilton,Indiana,19431795,356650,278,87,0,0,0,0,100,63,39,0,0,221,144,0
Hancock,Indiana,3168895,81789,,,,,,,,,,,,,,
Harrison,Indiana,1034468,39761,,,,,,,,,,,,,,
Hendricks,Indiana,7213615,179355,347,18,0,0,0,0,80,46,33,0,0,365,0,0
Henry,Indiana,1313509,48935,98,19,0,0,0,0,79,57,28,0,0,0,117,0
Howard,Indiana,4044993,83687,283,76,2,0,0,0,105,59,40,0,0,227,134,0
Huntington,Indiana,1420819,36717,,,,,,,,,,,,,,
Jackson,Indiana,2509946,46067,,,,,,,,,,,,,,
Jasper,Indiana,1382062,33091,,,,,,,,,,,,,,
Jay,Indiana,963705,20248,,,,,,,,,,,,,,
Jefferson,Indiana,1491897,33141,,,,,,,,,,,,,,
Jennings,Indiana,676620,27409,,,,,,,,,,,,,,
Johnson,Indiana,5518025,164298,,,,,,,,,,,,,,
Knox,Indiana,1729886,35956,320,38,2,0,0,0,108,51,36,0,0,360,0,0
Kosciusko,Indiana,5757412,80106,,,,,,,,,,,,,,
Lagrange,Indiana,1826746,40524,,,,,,,,,,,,,,
Lake,Indiana,21424162,498558,209,150,5,1,0,0,169,71,47,0,11,111,237,6
LaPorte,Indiana,3754347,112390,296,64,5,0,0,0,143,62,37,0,0,332,33,0
Lawrence,Indiana,1331148,45070,,,,,,,,,,,,,,
Madison,Indiana,3469013,130782,260,104,0,0,0,0,97,64,43,0,0,187,177,0
Marion,Indiana,86015333,971102,159,200,6,0,0,0,114,79,53,0,10,77,278,0
Marshall,Indiana,1535818,46121,,,,,,,,,,,,,,
Martin,Indiana,1046701,9780,,,,,,,,,,,,,,
Miami,Indiana,895960,36081,,,,,,,,,,,,,,
Monroe,Indiana,6215864,139875,296,56,0,0,0,0,95,56,33,0,0,0,352,0
Montgomery,Indiana,1637171,38063,,,,,,,,,,,,,,
Morgan,Indiana,1555579,72206,,,,,,,,,,,,,,
Newton,Indiana,347985,13808,,,,,,,,,,,,,,
Noble,Indiana,1844411,47227,,,,,,,,,,,,,,
Ohio,Indiana,103538,5978,,,,,,,,,,,,,,
Orange,Indiana,567893,19830,,,,,,,,,,,,,,
Owen,Indiana,525291,21446,,,,,,,,,,,,,,
Parke,Indiana,359915,16407,,,,,,,,,,,,,,
Perry,Indiana,747788,19316,334,29,0,0,0,0,97,50,36,0,0,363,0,0
Pike,Indiana,658561,12144,,,,,,,,,,,,,,
Porter,Indiana,6696795,174243,269,89,7,0,0,0,136,66,40,0,0,211,142,12
Posey,Indiana,3024194,25116,344,16,0,0,0,0,77,45,32,0,0,360,0,0
Pulaski,Indiana,663881,12339,,,,,,,,,,,,,,
Putnam,Indiana,995457,36979,,,,,,,,,,,,,,
Randolph,Indiana,781257,24387,,,,,,,,,,,,,,
Ripley,Indiana,1104168,29081,,,,,,,,,,,,,,
Rush,Indiana,588668,16672,,,,,,,,,,,,,,
St. Joseph,Indiana,13037623,272212,225,139,1,0,0,0,105,67,45,0,1,165,199,0
Scott,Indiana,661772,24355,,,,,,,,,,,,,,
Shelby,Indiana,1827196,45039,345,20,0,0,0,0,100,46,33,0,0,365,0,0
Spencer,Indiana,870680,19798,96,24,0,0,0,0,87,57,31,0,0,0,120,0
Starke,Indiana,459518,23372,,,,,,,,,,,,,,
Steuben,Indiana,1396932,34632,,,,,,,,,,,,,,
Sullivan,Indiana,894128,20758,,,,,,,,,,,,,,
Switzerland,Indiana,184060,9790,,,,,,,,,,,,,,
